country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Central African Republic,27.184483571276314,25.171370349961645,NA,NA,NA,NA,NA,27.86951586338324,31.377767541767632,29.286961764096297,28.97273859187289,NA,30.337611018418617,42.774670256254495,49.76488948155797,73.71325564206059,67.0981630909442,58.98834743245713,59.816613015187116,41.754234544962976,34.248368650841435,32.8865369684316,32.044800322902496,33.10373697738945,45.41835983781157,47.695340324573856,55.19768145455634,44.472364947037995,62.52702181344471,67.99343375594113
Chad,38.2379991554606,43.61975707436577,31.55741703560544,29.644244413174164,43.766012028040606,49.670547689157246,55.804524156040685,66.03651056121177,66.9332589936453,79.33785177551883,80.61377018880067,297.24557838247335,522.3165161728673,695.2240088830043,805.7261952710152,719.2924184776386,664.9987842677915,NA,769.8619489490917,409.2579846543844,264.15916415711524,374.0807077722232,266.1636448381067,279.1824904246323,275.57083224706,356.3807709795991,354.90383141721946,378.0610922968071,372.7518557233594,531.2943162621683
"Congo, DR",NA,101.8523134030526,83.85163976612701,25.23931776221925,91.95759220201057,72.39971458578594,NA,NA,116.62633089410878,193.24825227357854,226.82113738440185,246.12740776861799,232.37932004661957,167.16876812041107,180.0862630940506,282.3389419702619,323.0614251826246,410.09913847965294,458.1951993268579,414.8204133223603,593.3104403732854,507.0257450797958,400.6184571566667,344.81311377013543,401.5866520526148,415.35627534674467,347.43447154441503,389.8964747568739,794.2445980722746,934.635978351288
"Congo, Republic",NA,NA,NA,NA,NA,NA,120.37302384109502,142.39512724593396,158.48844717520203,186.4167663506655,146.57909393765513,171.0612142077312,202.82690024488667,223.14683582199837,NA,247.53532095943078,NA,NA,371.1767286105594,706.8976913826165,NA,567.0973212420349,414.23061596221623,304.55695888479113,322.4534404162366,309.467130347483,307.68121183811377,285.1004970730779,284.9944296640487,174.99615104152153
Cote d'Ivoire,NA,169.09118148858195,168.96866517410282,NA,NA,NA,NA,NA,319.2759799079072,336.80244294163214,322.49163143279793,333.83001166077406,363.4878429899453,364.1833042490476,432.8408101653119,413.9480857455571,346.4752677699739,422.08913359159334,420.06990886565245,507.3288019073826,655.064217699151,689.8614591909914,564.6170497538415,645.2907733817373,606.6123625973588,658.9254377606558,640.81295131535,651.755036678779,682.1771113492144,634.0816886411855
Djibouti,61.52931318541429,49.24068279076602,51.99721739275896,51.1668196716048,51.51585856473444,49.08259505338711,48.276438904427835,61.23894598842015,75.43206094241668,65.42564576663395,76.18105351485069,81.28010563574567,53.98167625939224,50.668692148374475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,8.66012966842585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.73822628157706,340.9629448643676,436.29105511237117,NA,NA,NA,NA,162.67182858250706,157.7432500036329,158.19682276431254,152.10795651090262,156.35187348867433,161.43161049631493,165.31398265769877,159.9246594581277,165.25875117706983,162.19239415267498,108.75509688170538
Eritrea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,323.9302543550899,376.9828791639497,693.2421438277748,1482.4039743181804,2352.3143839517656,2121.7146742563423,1348.036620681209,1120.3946459380472,954.1666045926041,1034.9929939090257,1038.744518153199,938.2379324807339,859.3504517435044,687.0154235793583,679.7685814650398,687.4729039057962,662.5096005480721,619.1583577487132,620.6785182209483,677.0609855136522,694.0787373259288,762.0534273139226,794.9676803002717,801.7603231117773,760.2997625066271,1066.6157216364925,2229.4199124304123,2210.181008601298,1409.020101008437,1119.099381859625
Gabon,NA,NA,NA,NA,NA,178.24067142591502,177.195077257385,177.13010081841279,165.3818639187133,172.81426466671277,157.05527226280938,174.13099500909956,NA,NA,NA,297.78066520462926,277.27455478950566,305.6225888907584,298.5178505487386,210.4824106636687,206.82209843789693,241.81634792861502,307.49323089850003,271.3811287385042,285.3055795141789,272.9291759559607,307.6392589751041,295.8631218412608,265.3858026318787,312.4799439930434
"Gambia, The",2.493754290778716,3.447020191533094,3.7108969571619137,3.7130813634962827,3.3277634988632534,3.497379595850047,3.0319989893021786,3.262980832336768,3.531579782989967,3.1465193907935767,4.413977825606979,3.9650364507484492,5.442389527515307,17.549143646245266,8.330092126036147,NA,NA,13.759672545854603,13.555337043468336,20.8884927277757,18.96958252791997,NA,NA,14.375421395927033,17.57926418075956,17.470244526093833,17.45799722360102,16.366363850926497,13.950935482351191,14.20608774699671
Ghana,50.60941068600793,42.64473128729098,42.758144495297,53.187115948795174,60.361342934703984,75.50286634362337,44.594114097622594,51.55632516456583,62.57513028962903,58.225479129520494,57.891122520787604,61.83845888888444,94.87446955324349,83.05103958192076,96.5230149597816,91.67791344766711,170.42796927868005,262.05134779185113,193.06637353474107,258.2009998298154,206.51242016325355,156.03077945111963,178.30945458589952,202.39488015050367,230.27380528437828,235.13619405127957,274.68654543488276,244.2267777051518,285.3759346916375,279.16882283991714
Guinea,NA,NA,112.98760182715203,123.20580694876121,162.0567342909389,159.11779279375278,321.74108419449897,353.9467219993044,274.6858832567526,254.5731121874654,NA,NA,NA,NA,NA,NA,NA,381.34607662584864,392.70507862483294,375.88305384548386,403.45602336507073,326.48168404744945,342.17847815736576,335.71529273240276,312.5644513848155,309.674341338237,332.12454545683687,485.57534891882545,504.6671802862754,505.4432963735355
Guinea-Bissau,4.563709451249804,3.7907244303555627,3.503212963808164,5.230245807241124,NA,19.50176221157991,12.603431995082277,11.93833607170985,12.168026875473158,NA,17.102553639326473,NA,NA,NA,14.988281170903218,19.112095159076958,17.72864869812079,26.25491333203009,22.253521530052083,22.361757823038804,20.917451516600256,19.081621438494007,22.46273408809044,23.602728294173044,26.43236576944931,27.480000875030797,27.523066156365925,27.037826484376307,25.29239217056829,NA
Kenya,533.5047917444667,623.4779764195586,592.6708243883247,558.2316318465965,543.3224607687806,583.248601859059,671.1977393144431,722.4276841270243,729.385269742754,719.716273202829,759.1781706078409,750.8901800244038,840.7925378878648,802.4596500944443,818.7100387344416,868.0349105184818,887.0910794414316,1002.7919652097328,990.0077905383151,900.0244004438149,971.2980036846328,1044.940953292857,1072.3692485575825,1100.2693701503526,1055.9894009505795,1044.6545217700689,1073.9532289560402,1048.726389087329,1053.7955722424294,1129.8061060519874
Lesotho,14.13657529566009,12.639761077346064,20.534399579763477,24.33291133614496,34.5243337245889,33.131157571714354,34.81072488697528,26.634624469595593,25.078694071266575,23.38887191742128,23.84385570156864,25.078351659757967,27.318469612255154,19.865275305046605,42.47353223260813,56.05412605472468,43.57140281981494,42.517487070799035,42.93578948081868,45.5650469159874,47.907447015270776,48.87062110856356,53.462240230074066,49.4611759812865,45.03554477037175,42.116844572187944,34.183705103780206,32.7215058405404,34.446236515400514,33.80712881643252
Liberia,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.8724723500623,43.76724442854577,23.69807267206445,14.903485708070281,23.562996980662977,30.237546928297338,38.007415755380656,48.91402437597643,55.419407727929844,51.286463458387125,44.89087693941894,42.43377271189773,38.756655642923214,31.245277652553987,25.088247033564677,19.269358722301668,16.47615271294381,35.208089123346724,57.467109383478956,62.518,31.415993833792687
Madagascar,54.43788431325457,78.75587182589565,100.41147055313454,97.01627450862038,90.98594145621333,91.8301154053272,114.12359713692548,90.18850845153263,104.4274598102124,103.88425128550395,93.28465440732195,89.90003904752885,108.36057574863919,113.92159772937931,82.29678083510763,64.53740402010152,72.23797186314074,70.61428512421284,70.25829478672634,70.25110092212437,67.20569816734631,69.18371999022686,70.1602159311685,75.89519876973388,81.91601285048813,93.99580807867875,101.01883005327383,100.02889681745606,101.86616111700118,115.41093540541716
Malawi,12.987011069501236,17.24401634074808,22.240762397964644,17.75326203616228,17.310103516936607,14.690108975660651,15.697995373926377,16.975873951156938,17.429552370723254,29.271957100281366,47.982611891919206,39.341091624205845,40.52580613663847,49.531486989726034,60.68712310497307,51.201904262789654,52.273258201657235,59.96583131187904,93.95803511197688,69.55304873532269,55.14495637782087,56.0078385517603,69.26576625974438,75.9104822053836,101.75233105438622,110.16408360431207,99.81470489473752,124.69292227941385,149.58233654066032,136.43785529315193
Mali,60.12182674847973,56.56963564628072,65.72560043030373,65.05728861788985,73.4675878567839,85.20115266862632,85.68777404020807,85.30144111773674,97.52549190490271,106.09257113733975,111.1715146245824,120.52583736017688,125.23991262368429,138.7905243904437,144.34241361619937,152.1789201735228,154.51958043305194,146.71001771099597,147.60559451693854,207.61161046804656,346.9996715684678,415.3854374673086,513.1418789697934,506.9025753572847,536.5739195854408,655.0870015236223,667.8914491447421,610.7445416668128,785.2650084672227,906.3715176162725
Mauritania,44.98148570211384,53.818519502228774,62.500845843081144,44.20803796557489,58.92456770779633,77.12982936664834,107.88102304986049,77.23258931824833,122.37210103132867,125.87548822747566,106.55582726751565,124.66206990770578,0,144.57790874992182,145.04773923302707,0,0,172.4662932308818,170.15564621385926,166.18518086257507,158.41778482297312,174.98811772413313,182.64164691560546,195.05061376605533,198.22759451017976,244.74546628290747,261.6681995182582,240.6648644057342,277.1614963252498,276.7308119224818
Mauritius,20.247916596177127,18.925817907432144,15.702951455197352,14.452351038858659,15.170665197064475,15.710210253763625,15.865429433728815,16.231066988576494,16.658248922427582,15.754324744852983,16.031616778255913,15.718922895068717,15.343238416022645,17.016913404601308,18.329208630429207,16.65749605092815,17.16748357757725,16.464927079414966,22.62159278423341,18.602625166337667,18.196218265457446,23.52532873329774,22.693170833553868,21.986086457647797,21.33722688783477,19.790416103006503,21.51683127820016,18.73717369198252,19.93671586307614,22.732282774044137
Mozambique,61.60569742545303,55.912943519464555,62.057399588696356,73.75639345003891,88.48701892368436,91.66404759032073,104.49062520180875,108.18400098829117,106.9803162464583,117.13044364488536,90.11991598978115,80.88319347027041,89.04361344436546,89.1985849672485,98.02176183083544,126.59643706927382,116.80912519795949,130.042751863579,150.20988760092942,167.86406681189538,159.45716555631438,175.8607820400041,180.2598417801317,249.44377711440205,268.1413569960664,394.5502211214127,374.29223810768207,446.35820912845355,404.3991853360489,435.3590429644499
Namibia,76.740207840098,81.50454369681822,100.25263725261892,106.40975717924951,144.09673027586467,129.74112279470884,152.925588196393,151.0639440506728,148.86905546563807,157.48098890600082,174.3347791318681,183.75514303562363,205.16634270034015,257.31510799624834,271.2691761888467,295.87390539522846,312.6166477886068,307.7385511076921,324.2475555438588,476.8115711549113,522.7417886215404,463.926646602889,421.7620781801295,403.8073546354421,385.5016373196638,382.76314529275743,360.2538554399265,343.59711888524805,339.40513187653556,344.3757379798072
Niger,27.966156307456817,25.69523220879825,28.328747537401597,34.87655321243091,39.81741763177208,38.1614720406953,46.69862609515981,36.00192124434642,36.33856041681422,42.32621495241245,40.67526442971449,NA,NA,50.682704685096674,52.508107636362915,68.95490634716278,80.09204633980715,152.9692951506867,103.09986136813619,142.96836997265638,NA,193.7075961568218,224.69516524825758,236.92713340850847,276.25870725537226,253.70330685640374,200.03412943051498,258.5712522090815,331.9173103256951,404.12439218621967
Nigeria,685.7471931759709,581.6374609505341,625.6517962687416,798.6591345170835,1351.5748614253082,1043.7266085946353,1486.5102704338808,2243.883907768075,1381.2494843775107,1345.6265824122906,1188.1163259728726,1238.4015411205626,1438.261241174932,2020.127701754572,2099.4238246644095,2464.914144036966,2744.108049659637,2417.359391477442,2323.689341970548,2112.8358864099546,2061.003869550484,1990.2259041862596,1903.4971320256545,2245.6659647491665,2060.0767100680537,2651.9959165316427,4147.4208198681645,2574.949986384518,3101.259562897293,1989.3286738165616
Rwanda,82.47035479367486,117.24499805182295,107.91056943185609,118.60726297586592,120.63760972196663,102.77873740590377,104.8637688512815,99.14312283441778,92.26933412114931,80.50798780565113,77.88487119034738,85.78008923116347,79.42287019330249,83.73829608578276,85.72188519839467,87.28394789891067,88.18708496624929,86.62398437932349,88.98324789318814,101.07174715516335,118.70533326447378,125.99493347081153,131.63925382193685,140.84874482880133,148.22026917476308,171.20124402389737,201.09421664414586,188.91217937069334,179.43300947733135,190.55930456518988
Senegal,117.64374114118289,115.68089661615896,115.12247567657194,122.00187190405309,131.65333996409564,120.39277756488853,132.97780093022587,133.36032202824185,144.92191990355226,145.52691964097178,165.23803101449266,191.55806459041588,215.2784248689312,210.76391306406313,225.20503477597296,212.61313710313152,230.3826781068035,209.9742503949995,242.87581988192954,249.0150442400317,266.40188549420446,375.868611862493,368.0603157099633,437.22742686283493,419.7219399768411,389.38740669726764,513.4821537618144,458.5927100067866,448.993705877196,507.19517271721276
Seychelles,14.713704145850034,14.122741520762768,15.346375610286117,14.486214420672878,14.548279434016367,13.6323159255259,14.132482978196462,13.955432945290156,13.927311693847006,17.771860581637554,16.28514792256716,15.999511518160556,19.482833391245713,14.71564657721233,12.499380099155298,9.3955234047659,11.440940049631836,13.46667457345638,15.753720319406497,36.88026088031646,21.68234979437521,26.5402422317787,26.819318349445748,25.49527206838436,25.469591114629957,27.538297797277178,46.644415639517234,24.567178980029713,33.226261127596445,27.151795743329405
Sierra Leone,27.28184719243898,20.069930148074512,9.53290688150309,11.831872618955794,17.21473224304426,27.62560316197207,32.80837051306746,31.417099699333445,35.45355877745163,29.136308076632805,28.115493589357662,31.022125793828202,27.733572172985728,20.816034150395762,24.562125409217263,25.555927937407283,26.59486222536903,29.1109085733218,29.29478509632164,45.035052009686105,38.0966192888425,46.74149216085298,42.43732508138496,29.663755546495945,24.213796320661146,30.838613407257768,38.72623837326423,39.480853792865254,37.826350383725625,27.48713923949955
Somalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,2910.5119160064405,2529.738866457196,2325.537745034708,2060.575358858573,1974.5940492143686,2317.5680722820525,2591.3293744363446,2839.4240770674696,2810.555549725322,2909.494800165935,3230.112313684466,3274.6163361161357,3226.685173282057,3203.496092975794,3350.862021625444,3242.3896974717977,3359.5503249684148,3511.101264822765,3580.4407301922365,3584.2530275071995,3612.845049218274,3519.7864282490527,3469.297400295611,3324.2975616637523,3302.5942673669506,3430.003987695755,3089.2387786362583,3059.3072699596664,2876.466038913462,2694.124131195047
South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2599.2094316721877,2382.8854511109366,3294.9149289094007,2350.8573314682753,2484.7490801870877,3546.9396393451593,2258.1846995312417,2245.2233008039498,2926.826763414008,2350.507856972926,685.8808410423114,295.64959063766565,415.261563852928,255.34717965607828,136.1139131026932,203.70408010346088,532.8468486775967,1076.1661292799017,919.0581781061883
Sudan,1396.2221611592784,989.5637895980228,778.5704250221376,2117.646140858749,3756.724712640756,4880.686500582729,3183.560378697279,3310.327690095757,2531.216827766462,7109.274052697903,5810.781060526576,6834.5751458175355,8144.357249096591,9825.162480160803,9580.981456388467,NA,NA,NA,NA,NA,4549.411851199501,4767.567254885394,6188.826862065462,3152.957760151561,2851.7841043641292,1655.8712295650932,976.8781218575708,NA,NA,NA
Eswatini,32.587014460724426,33.41457799475924,32.390419930677105,36.04142675689787,37.72241988242429,36.14561698491795,34.01279797747938,34.66752123475501,40.37325657076709,44.56716842647198,58.32956847522829,58.03853053454134,59.0781378806624,66.24079262676553,72.01296160350037,80.01967852500704,78.16487369501161,68.96122055393623,72.88702088707149,73.30243230699396,74.2118320080961,86.95918401583077,80.16614154696177,83.65360955375927,80.285883806726,78.18099722689573,72.91978190606024,77.43232972791661,70.513370260132,75.51262332361766
Tanzania,154.98404567341595,152.74160315212666,163.0043100863981,177.64890681976354,176.5563389746996,188.27942264466958,218.81705183279695,213.98088215725568,194.26764324238707,198.17046656225816,213.8095971137815,233.62785361093964,244.77795408019182,248.92760886869416,277.15480502263654,358.83200187055354,386.31142238697714,392.3289360254527,453.20349213402665,504.9198320601197,586.8518611641944,642.2136598028828,645.0513489447399,678.6534044063036,685.9854002040997,728.4846237422515,786.3813240544254,874.9321918442015,946.2498757414096,966.2096383014398
Togo,54.13665322964416,NA,NA,NA,NA,NA,NA,NA,47.654644726618486,47.46890774490968,46.509599761730556,NA,NA,60.377390106619174,59.36252073669131,63.27288662627092,60.44674646261379,67.98236251904878,74.34855277861503,85.19545661425194,83.68035268273455,97.11363262074329,104.65875887898423,115.86706313564235,198.29558229182337,184.0377530909011,206.43657671853845,364.09030051122164,276.3490766788107,189.89893179018398
Uganda,164.0823443684567,176.18322951342185,173.88668704544264,220.52395478258407,252.427616577848,244.1744988544738,246.59042239979553,264.42350530959686,284.8399699523649,325.6622901937935,326.49577143929235,315.62566806164835,322.84949663727883,355.765785468113,349.68363840058237,747.916894245033,741.4532690165404,378.5782052977542,317.90157081247554,336.38314271624586,373.3003645735532,387.572701226811,423.5499969713131,501.9102900417898,769.0922801556293,1135.4293300337808,1155.1042896806177,966.1011944811402,976.6609862433407,1089.7360968131607
Zambia,132.32360395016488,88.50883045465656,88.72387825223848,NA,132.18097090300338,NA,NA,NA,NA,173.10624284905893,193.82923493782468,211.7698945075766,239.88246789654502,238.98605765536448,225.6281474928234,250.67625802037864,263.29008330406475,293.08294858512113,316.2641110932511,389.12707204748097,416.28118222007316,339.28583848436296,330.296896668084,379.2751348767364,331.4102851664603,294.3955666606565,270.2665572637187,309.2150349012295,377.172056162625,402.8972428325985
Zimbabwe,327.86552129261133,343.11310813753306,369.9206172239309,NA,502.1713786991157,631.9361768116329,833.0574358233565,3000.7411126756874,944.3085341615837,581.2940314539879,435.5470756219567,403.067829558,NA,NA,NA,319.45451158805673,623.2924426023867,963.8388928291378,1062.8734592317069,1099.17578904524,1152.5685345228824,1113.0505901682589,1048.905084207633,1170.6648681077852,1071.774927767226,1415.3182918440696,2590.767394807538,2302.4622015986747,870.4335378868728,1319.9067815833369
Belize,13.33240175585612,12.44595977583533,14.512089076598356,NA,NA,10.169194476474248,10.277694955596184,10.355963699424093,11.055005131446858,11.525265048039776,13.158672251283178,16.24568401340755,17.785622423468695,22.741247585067903,21.213580623699027,18.670782943398702,18.471037111711368,18.000736943157285,20.92168671623396,23.15938896753439,23.1269587788743,25.29937506568394,26.55947103980725,26.815626144454352,28.00834648306898,29.807316880754126,29.62533278117391,29.02563420681469,30.566587499999997,29.171552645410983
Costa Rica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dominican Republic,149.1785015974287,181.6691538634716,244.6220049413122,263.6273423112263,286.11013560505484,383.50288722431696,450.81027007489405,417.699225994931,311.3937556325373,275.4658218425745,341.16497644502863,329.2038015612749,329.3110699917296,378.1361230376901,371.4205047369248,399.08290003713097,379.7097489428005,428.23635022537565,420.1427518652314,485.03469734361596,520.7626232045546,549.1622631492951,609.1024809237465,682.6078327070572,717.5436844140195,730.8852415005172,708.6617609658106,793.2736772744488,946.42577318119,1004.3435336504176
El Salvador,241.8775357777829,218.72154941392213,211.93105825507413,204.12352773234022,210.24796767731826,197.7431880683649,260.15431329938855,274.11984685462244,210.16079259680652,203.4283304006422,201.7517500589409,207.34715042950143,231.05939818242732,226.21049082159138,245.7138932805359,257.04489436151454,268.46831638418416,268.20820973823163,281.85665608701504,274.45186086272247,292.7857931890216,290.91035010166036,303.46465789083675,338.9783100726329,364.6956635980204,396.86828837924566,392.1338811282557,477.0425899972829,454.76666666666665,420.79934779113995
Guatemala,570.3915949909157,477.40883634125544,409.4993730348609,428.5323143132399,416.40921221335844,526.7906060000973,619.5999292874753,459.01510050692093,498.1367804681899,297.8018679145694,238.41202139032188,278.4391415093915,273.92074811092215,296.8589603695662,278.56709251807234,305.02216908884617,322.62771351156977,355.4662406310822,380.34600287369443,356.0229217657651,353.73919773087187,387.5336186254424,339.1762816269978,332.21666308402826,398.465274919515,399.95949189150565,378.7286653498208,463.9085864552294,437.64500382420647,397.4054870857019
Haiti,6.124542788014522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,6.60674932565813,7.879396311166177,8.849689572782596,11.457282338919539,10.725193715894303,14.582088546748915,19.93481684402165,22.699578098485784,33.99824863465884,14.45833089582228,11.786377442106627,14.671760655995836
Honduras,NA,NA,NA,NA,NA,124.07688896439771,141.55705630754983,141.0424839926707,178.67639371767717,127.8132626031878,125.57296674822447,144.13528193812024,171.03054067053304,212.0446649810963,237.8822480782452,246.6000405515946,272.2462504604699,279.2502512992984,337.2753595807962,302.5573427152181,369.0919530261991,438.5060960769543,479.8924726303447,456.21526212105215,490.89981320125924,415.08531710948057,477.8235473890833,487.77485534227293,522.9608573826795,560.0914770841189
Jamaica,86.75918149781022,85.83141632480518,97.99197815244523,80.87656655820736,77.244510866881,75.89375936627187,80.79553767415874,97.448327016048,101.74865840022959,94.4355507813836,90.8577642570079,108.21484440182071,119.80228217038902,161.90064770598372,156.76858884402884,139.02543139553302,147.23118207942562,146.60340123979444,141.30974541468927,136.4254793649066,141.5480877755872,160.6112030098184,168.81310627544232,238.3640223458494,301.29448668165395,270.81774137264443,247.08332893118356,233.7253945955797,230.3602183609181,251.70993148656083
Mexico,3762.7113296536477,3994.166299491054,4002.108321482602,4127.422655980831,4342.576225870112,4482.354509216333,4435.522571319245,4287.528535202026,4276.379351341102,4119.88011485309,4186.262332652462,3925.8813438529655,5267.976266778852,5238.442633230595,6290.696376833541,5991.241008171368,6540.122669056158,6923.8779419441325,7324.185488997667,7651.416958043897,7186.098306767734,8035.569742413548,7280.672394117904,8142.720387844301,8950.132877880686,11694.48044903994,11265.111577772326,12008.70642835302,11825.909998032439,16451.90678308159
Nicaragua,55.17076319965205,49.599858367868876,48.841329794727095,41.99644497075618,43.19523939482484,49.604156701219885,45.12674305788335,57.271106818469164,58.4301724760731,52.52407886127235,52.624044336833244,55.31857309541509,55.3343368075498,52.406184907183075,51.90042903231427,54.835489513499844,61.91213700933053,82.66637317525179,86.09616917477189,93.1017326889233,114.2573790597195,99.58821764058682,102.29204840082282,96.79777060413576,90.06302731664628,93.85608388323332,88.75654546513728,89.54488965360629,98.59293650294244,100.89918627494261
